Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PenugasanSubmit,,"Mengerjakan Penugasan Sampai Submit
Sync Task > Penugasan (Via Menu Button)",,2023-07-18 11:28:03,2023-07-18 11:28:16,12.657s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/Penugasan/PenugasanSyncTask,,Melakukan Sync Task,,2023-07-18 11:28:04,2023-07-18 11:28:05,1.093s,FAILED
"tap(findTestObject(""androidButtons/FMUI(DEV)/homePage/androidButtonProfile""), 0)",,,,2023-07-18 11:28:04,2023-07-18 11:28:05,0.451s,PASSED
,,,,,,,
Test Cases/APKDEV(FMUI)/Penugasan/Penugasan_SampaiDraft,,,,2023-07-18 11:28:05,2023-07-18 11:28:10,5.708s,FAILED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-18 11:28:05,2023-07-18 11:28:10,5.064s,PASSED
"verifyElementVisible(findTestObject(""android.Page.ProfileView""), 3)",,,,2023-07-18 11:28:10,2023-07-18 11:28:10,0.076s,PASSED
,,,,,,,
Test Cases/APKDEV(FMUI)/Penugasan/PenugasanTimsusOrReguler_BelumAdaKesepakatan,,,,2023-07-18 11:28:10,2023-07-18 11:28:16,5.448s,FAILED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-18 11:28:11,2023-07-18 11:28:16,5.018s,PASSED
"tap(findTestObject(""android.widget.Button""), 0)",,,,2023-07-18 11:28:16,2023-07-18 11:28:16,0.051s,PASSED
