Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.popUpPage.yesButton""), 0)",,,,2023-07-14 15:56:59,2023-07-14 15:57:01,2.137s,PASSED
,,,,,,,
Test Cases/PenugasanTimsusOrReguler_BelumAdaKesepakatan,,,,2023-07-14 15:57:01,2023-07-14 15:57:47,45.280s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-14 15:57:02,2023-07-14 15:57:07,5.015s,PASSED
"tap(findTestObject(""android.widget.Button""), 0)",,,,2023-07-14 15:57:07,2023-07-14 15:57:08,1.287s,PASSED
"swipe(0, 1926, 0, 1472)",,,,2023-07-14 15:57:08,2023-07-14 15:57:09,1.226s,PASSED
"tap(findTestObject(""Object Repository/android.widget.Button (1)""), 0)",,,,2023-07-14 15:57:09,2023-07-14 15:57:11,1.177s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Question1""), 0)",,,,2023-07-14 15:57:11,2023-07-14 15:57:12,1.326s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.DDL1.List1""), 0)",,,,2023-07-14 15:57:12,2023-07-14 15:57:13,0.960s,PASSED
"tap(findTestObject(""Object Repository/android.view.View""), 0)",,,,2023-07-14 15:57:13,2023-07-14 15:57:14,1.492s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.DDL1.List2""), 0)",,,,2023-07-14 15:57:14,2023-07-14 15:57:15,0.953s,PASSED
"tap(findTestObject(""Object Repository/android.view.View (1)""), 0)",,,,2023-07-14 15:57:15,2023-07-14 15:57:17,1.441s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.DDL1.List3""), 0)",,,,2023-07-14 15:57:17,2023-07-14 15:57:18,0.986s,PASSED
"tap(findTestObject(""Object Repository/android.view.View (2)""), 0)",,,,2023-07-14 15:57:18,2023-07-14 15:57:19,1.051s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.DDL1.List4""), 0)",,,,2023-07-14 15:57:19,2023-07-14 15:57:20,1.047s,PASSED
"tap(findTestObject(""Object Repository/android.view.View (3)""), 0)",,,,2023-07-14 15:57:20,2023-07-14 15:57:21,1.110s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.DDL1.List5""), 0)",,,,2023-07-14 15:57:21,2023-07-14 15:57:21,0.373s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Question2""), 0)",,,,2023-07-14 15:57:21,2023-07-14 15:57:23,1.731s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.DDL2.List1""), 0)",,,,2023-07-14 15:57:23,2023-07-14 15:57:25,1.575s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Question3""), 0)",,,,2023-07-14 15:57:25,2023-07-14 15:57:26,1.131s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.DDL3.List1""), 0)",,,,2023-07-14 15:57:26,2023-07-14 15:57:27,0.990s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Question4""), 0)",,,,2023-07-14 15:57:27,2023-07-14 15:57:28,1.125s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.DDL4.List1""), 0)",,,,2023-07-14 15:57:28,2023-07-14 15:57:29,1.552s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Question5""), 0)",,,,2023-07-14 15:57:29,2023-07-14 15:57:30,0.243s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.DDL5.List1""), 0)",,,,2023-07-14 15:57:30,2023-07-14 15:57:32,2.211s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Question6""), 0)",,,,2023-07-14 15:57:32,2023-07-14 15:57:33,0.946s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.OKDatePicker.Question6""), 0)",,,,2023-07-14 15:57:33,2023-07-14 15:57:34,1.186s,PASSED
"swipe(0, 2113, 0, 1690)",,,,2023-07-14 15:57:34,2023-07-14 15:57:35,1.078s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Question7(RegulerAndTimsus)""), 0)",,,,2023-07-14 15:57:35,2023-07-14 15:57:36,1.323s,PASSED
"sendKeys(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/DEL""), ""0817042023"")",,,,2023-07-14 15:57:36,2023-07-14 15:57:37,0.271s,PASSED
hideKeyboard(),,,,2023-07-14 15:57:37,2023-07-14 15:57:39,1.788s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Question8(RegulerAndTimsus)""), 0)",,,,2023-07-14 15:57:39,2023-07-14 15:57:40,1.654s,PASSED
"sendKeys(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/DEL (1)""), ""AutomateTest 17032023"")",,,,2023-07-14 15:57:40,2023-07-14 15:57:41,1.052s,PASSED
hideKeyboard(),,,,2023-07-14 15:57:41,2023-07-14 15:57:43,1.787s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Kirim(RegulerAndTimsus)""), 0)",,,,2023-07-14 15:57:43,2023-07-14 15:57:45,1.840s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.backToMainPage""), 0)",,,,2023-07-14 15:57:45,2023-07-14 15:57:46,1.060s,PASSED
closeApplication(),,,,2023-07-14 15:57:46,2023-07-14 15:57:47,0.801s,PASSED
