Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/TESTPENUGASAN/android.Penugasan.Button.Question8.CameraButton.Shutter(PU)""), 0)",,,,2023-07-18 15:26:26,2023-07-18 15:26:27,0.725s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-07-18 15:26:27,2023-07-18 15:26:29,2.012s,PASSED
"tap(findTestObject(""Object Repository/TESTPENUGASAN/android.Penugasan.Button.Question8.CameraButton.Checklist(PU)""), 0)",,,,2023-07-18 15:26:29,2023-07-18 15:26:31,2.414s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-07-18 15:26:31,2023-07-18 15:26:33,2.005s,PASSED
"tap(findTestObject(""Object Repository/TESTPENUGASAN/android.Penugasan.Button.Question9(PU)""), 0)",,,,2023-07-18 15:26:33,2023-07-18 15:26:35,1.169s,PASSED
"tap(findTestObject(""Object Repository/TESTPENUGASAN/android.Penugasan.Button.Question9.DDL(PU)""), 0)",,,,2023-07-18 15:26:35,2023-07-18 15:26:36,0.994s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-07-18 15:26:36,2023-07-18 15:26:38,2.014s,PASSED
"tap(findTestObject(""Object Repository/TESTPENUGASAN/android.Penugasan.Button.Question10(PU).Nomor Telepon Aktif Konsumen""), 0)",,,,2023-07-18 15:26:38,2023-07-18 15:26:38,0.332s,PASSED
hideKeyboard(),,,,2023-07-18 15:26:38,2023-07-18 15:26:40,1.954s,PASSED
"sendKeys(findTestObject(""Object Repository/TESTPENUGASAN/android.Penugasan.Button.Question10(PU).Nomor Telepon Aktif Konsumen""), ""0818072023"")",,,,2023-07-18 15:26:40,2023-07-18 15:26:41,1.362s,PASSED
hideKeyboard(),,,,2023-07-18 15:26:41,2023-07-18 15:26:43,1.726s,PASSED
"tap(findTestObject(""Object Repository/TESTPENUGASAN/android.Penugasan.Button.Question11(PU).KronologiSingkat""), 0)",,,,2023-07-18 15:26:43,2023-07-18 15:26:44,1.244s,PASSED
hideKeyboard(),,,,2023-07-18 15:26:44,2023-07-18 15:26:46,1.693s,PASSED
"sendKeys(findTestObject(""Object Repository/TESTPENUGASAN/android.Penugasan.Button.Question11(PU).KronologiSingkat(Input)""), ""automation 18072023"")",,,,2023-07-18 15:26:46,2023-07-18 15:26:47,1.176s,PASSED
hideKeyboard(),,,,2023-07-18 15:26:47,2023-07-18 15:26:49,1.711s,PASSED
