Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
androidLoginLogOut,,,,2023-07-17 10:23:17,2023-07-17 10:27:34,4m - 17.755s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:23:17,2023-07-17 10:23:35,17.793s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:23:18,2023-07-17 10:23:35,16.145s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:23:35,2023-07-17 10:23:35,0.498s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:23:35,2023-07-17 10:23:45,9.565s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:23:35,2023-07-17 10:23:45,9.201s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:23:45,2023-07-17 10:23:45,0.323s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:23:45,2023-07-17 10:23:54,8.831s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:23:45,2023-07-17 10:23:53,8.473s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:23:53,2023-07-17 10:23:54,0.324s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:23:54,2023-07-17 10:24:03,8.778s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:23:54,2023-07-17 10:24:02,8.453s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:24:02,2023-07-17 10:24:03,0.296s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:24:03,2023-07-17 10:24:11,8.691s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:24:03,2023-07-17 10:24:11,8.386s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:24:11,2023-07-17 10:24:11,0.286s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:24:11,2023-07-17 10:24:20,8.834s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:24:11,2023-07-17 10:24:20,8.491s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:24:20,2023-07-17 10:24:20,0.319s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:24:20,2023-07-17 10:24:29,8.849s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:24:20,2023-07-17 10:24:29,8.514s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:24:29,2023-07-17 10:24:29,0.311s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:24:29,2023-07-17 10:24:38,9.115s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:24:29,2023-07-17 10:24:38,8.783s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:24:38,2023-07-17 10:24:38,0.313s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:24:38,2023-07-17 10:24:47,9.135s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:24:38,2023-07-17 10:24:47,8.769s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:24:47,2023-07-17 10:24:47,0.343s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:24:47,2023-07-17 10:24:56,8.891s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:24:48,2023-07-17 10:24:56,8.562s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:24:56,2023-07-17 10:24:56,0.311s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:24:56,2023-07-17 10:25:05,9.042s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:24:56,2023-07-17 10:25:05,8.654s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:25:05,2023-07-17 10:25:05,0.369s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:25:06,2023-07-17 10:25:15,9.455s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:25:06,2023-07-17 10:25:15,9.111s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:25:15,2023-07-17 10:25:15,0.325s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:25:15,2023-07-17 10:25:24,8.963s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:25:15,2023-07-17 10:25:24,8.656s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 10:25:24,2023-07-17 10:25:24,0.294s,FAILED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin.Logout,,,,2023-07-17 10:25:24,2023-07-17 10:25:33,9.104s,FAILED
"startExistingApplication(""pkp.mobile.fmui"")",,,,2023-07-17 10:25:24,2023-07-17 10:25:33,8.791s,PASSED
