Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"delay(2, STOP_ON_FAILURE)",,,,2023-07-21 09:38:56,2023-07-21 09:38:58,2.016s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Selanjutnya""), 0)",,,,2023-07-21 09:38:58,2023-07-21 09:38:59,1.678s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-07-21 09:38:59,2023-07-21 09:39:01,2.007s,PASSED
"swipe(0, 1926, 0, 1472)",,,,2023-07-21 09:39:01,2023-07-21 09:39:03,1.137s,PASSED
"delay(1, STOP_ON_FAILURE)",,,,2023-07-21 09:39:03,2023-07-21 09:39:04,1.024s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.selanjutnyaInformasi""), 0)",,,,2023-07-21 09:39:04,2023-07-21 09:39:05,1.163s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Question1""), 0)",,,,2023-07-21 09:39:05,2023-07-21 09:39:07,1.775s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.DDL1.List1""), 0)",,,,2023-07-21 09:39:07,2023-07-21 09:39:08,1.126s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Question2""), 0)",,,,2023-07-21 09:39:08,2023-07-21 09:39:08,0.437s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.DDL2.List1""), 0)",,,,2023-07-21 09:39:08,2023-07-21 09:39:10,2.118s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Question3""), 0)",,,,2023-07-21 09:39:10,2023-07-21 09:39:12,1.269s,PASSED
"tap(findTestObject(""Object Repository/androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.DDL3.List1""), 0)",,,,2023-07-21 09:39:12,2023-07-21 09:39:13,1.155s,PASSED
"tap(findTestObject(""Object Repository/TESTPENUGASAN/android.Penugasan.Button.Question4""), 0)",,,,2023-07-21 09:39:13,2023-07-21 09:39:14,1.729s,PASSED
"tap(findTestObject(""Object Repository/TESTPENUGASAN/android.Penugasan.Button.Question4.DDL3(PU)""), 0)",,,,2023-07-21 09:39:14,2023-07-21 09:39:16,1.529s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-07-21 09:39:16,2023-07-21 09:39:18,2.018s,PASSED
"swipe(0, 2100, 0, 1730)",,,,2023-07-21 09:39:18,2023-07-21 09:39:19,1.140s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-07-21 09:39:19,2023-07-21 09:39:21,2.021s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-07-21 09:39:21,2023-07-21 09:39:23,2.010s,PASSED
"tap(findTestObject(""Object Repository/TESTPENUGASAN/android.Penugasan.Button.Question5(PU)""), 0)",,,,2023-07-21 09:39:23,2023-07-21 09:39:24,1.177s,PASSED
"tap(findTestObject(""Object Repository/TESTPENUGASAN/android.Penugasan.Button.Question5.DDL1(PU)""), 0)",,,,2023-07-21 09:39:24,2023-07-21 09:41:26,2m - 1.446s,FAILED
