Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PenugasanSubmit(PickUpUnit),,Melakukan Penugasan dengan hasil Pick Unit Sukarela,,2023-07-18 16:18:24,2023-07-18 16:21:14,2m - 49.780s,PASSED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin(DEV),,,,2023-07-18 16:18:25,2023-07-18 16:19:17,51.813s,PASSED
"startExistingApplication(""pkp.mobile.fmui"", STOP_ON_FAILURE)",,,,2023-07-18 16:18:27,2023-07-18 16:18:58,31.099s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-18 16:18:58,2023-07-18 16:19:10,11.864s,PASSED
driver = getDriver(),,,,2023-07-18 16:19:10,2023-07-18 16:19:10,0.001s,PASSED
"getKeyboard().sendKeys(""mitra130323"")",,,,2023-07-18 16:19:10,2023-07-18 16:19:11,0.811s,PASSED
hideKeyboard(),,,,2023-07-18 16:19:11,2023-07-18 16:19:12,1.831s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Password""), 0)",,,,2023-07-18 16:19:12,2023-07-18 16:19:13,0.754s,PASSED
"getKeyboard().sendKeys(""1234Qwer"")",,,,2023-07-18 16:19:13,2023-07-18 16:19:14,0.520s,PASSED
hideKeyboard(),,,,2023-07-18 16:19:14,2023-07-18 16:19:16,1.877s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/loginPage/androidButtonLogin""), 2)",,,,2023-07-18 16:19:16,2023-07-18 16:19:17,1.296s,PASSED
,,,,,,,
Test Cases/APKDEV(FMUI)/Penugasan/PenugasanSyncTask,,Melakukan Sync Task,,2023-07-18 16:19:17,2023-07-18 16:19:44,26.731s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/homePage/androidButtonProfile""), 0)",,,,2023-07-18 16:19:18,2023-07-18 16:19:37,18.909s,PASSED
"verifyElementVisible(findTestObject(""android.Page.ProfileView""), 0)",,,,2023-07-18 16:19:37,2023-07-18 16:19:38,0.910s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/profilePage/android.profilePage.ButtonSyncTask""), 0)",,,,2023-07-18 16:19:38,2023-07-18 16:19:39,0.934s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-18 16:19:39,2023-07-18 16:19:44,5.054s,PASSED
,,,,,,,
Test Cases/APKDEV(FMUI)/Penugasan/Penugasan_SampaiDraft,,,,2023-07-18 16:19:44,2023-07-18 16:20:04,20.774s,PASSED
