Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PenugasanSubmit,,"Mengerjakan Penugasan Sampai Submit
Sync Task > Penugasan (Via Menu Button)",,2023-07-17 12:01:28,2023-07-17 12:03:27,1m - 59.246s,PASSED
,,,,,,,
Test Cases/APKDEV(FMUI)/androidLogin,,,,2023-07-17 12:01:28,2023-07-17 12:02:02,33.796s,PASSED
"startApplication(""C:\Adwityo\FM-UI\APK-DEV\fmui-dev-1.91.apk"", false)",,,,2023-07-17 12:01:29,2023-07-17 12:01:50,20.506s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Username""), 0)",,,,2023-07-17 12:01:50,2023-07-17 12:01:54,4.451s,PASSED
driver = getDriver(),,,,2023-07-17 12:01:54,2023-07-17 12:01:54,0.002s,PASSED
"getKeyboard().sendKeys(""mitra130323"")",,,,2023-07-17 12:01:54,2023-07-17 12:01:55,0.603s,PASSED
hideKeyboard(),,,,2023-07-17 12:01:55,2023-07-17 12:01:57,1.681s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/loginPage/android.loginPage.Field.Password""), 0)",,,,2023-07-17 12:01:57,2023-07-17 12:01:59,2.016s,PASSED
"getKeyboard().sendKeys(""1234Qwer"")",,,,2023-07-17 12:01:59,2023-07-17 12:01:59,0.464s,PASSED
hideKeyboard(),,,,2023-07-17 12:01:59,2023-07-17 12:02:01,1.649s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/loginPage/androidButtonLogin""), 2)",,,,2023-07-17 12:02:01,2023-07-17 12:02:02,1.387s,PASSED
,,,,,,,
Test Cases/APKDEV(FMUI)/Penugasan/PenugasanSyncTask,,Melakukan Sync Task,,2023-07-17 12:02:02,2023-07-17 12:02:25,22.767s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/homePage/androidButtonProfile""), 0)",,,,2023-07-17 12:02:03,2023-07-17 12:02:18,15.600s,PASSED
"verifyElementVisible(findTestObject(""android.Page.ProfileView""), 0)",,,,2023-07-17 12:02:18,2023-07-17 12:02:19,0.893s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/profilePage/android.profilePage.ButtonSyncTask""), 0)",,,,2023-07-17 12:02:19,2023-07-17 12:02:20,0.831s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-17 12:02:20,2023-07-17 12:02:25,5.036s,PASSED
,,,,,,,
Test Cases/APKDEV(FMUI)/Penugasan/Penugasan_SampaiDraft,,,,2023-07-17 12:02:25,2023-07-17 12:02:45,20.298s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-17 12:02:25,2023-07-17 12:02:30,5.009s,PASSED
"verifyElementVisible(findTestObject(""android.Page.ProfileView""), 3)",,,,2023-07-17 12:02:30,2023-07-17 12:02:31,0.302s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-07-17 12:02:31,2023-07-17 12:02:36,5.004s,PASSED
"tap(findTestObject(""androidButtonMenu""), 0)",,,,2023-07-17 12:02:36,2023-07-17 12:02:37,1.086s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/menuPage/android.menuPage.Button.Penugasan""), 0)",,,,2023-07-17 12:02:37,2023-07-17 12:02:38,1.345s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.cardPenugasan""), 0)",,,,2023-07-17 12:02:38,2023-07-17 12:02:38,0.316s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.Selanjutnya""), 0)",,,,2023-07-17 12:02:38,2023-07-17 12:02:41,2.414s,PASSED
"swipe(0, 1926, 0, 1472)",,,,2023-07-17 12:02:41,2023-07-17 12:02:42,1.067s,PASSED
"verifyElementExist(findTestObject(""androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.selanjutnyaInformasi""), 3)",,,,2023-07-17 12:02:42,2023-07-17 12:02:42,0.369s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.selanjutnyaInformasi""), 0)",,,,2023-07-17 12:02:42,2023-07-17 12:02:43,1.096s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.back(PojokKananAtas)""), 0)",,,,2023-07-17 12:02:43,2023-07-17 12:02:44,0.817s,PASSED
"tap(findTestObject(""androidButtons/FMUI(DEV)/penugasanPage/android.Penugasan.Button.back(PojokKananAtas)""), 0)",,,,2023-07-17 12:02:44,2023-07-17 12:02:45,0.825s,PASSED
